question,paraphrase,label
Miguel scored 57 points in a game. Randy scored 12 fewer points than Miguel. How many points did Randy score?,Miguel scored 20 points in a game. Randy scored 12 points more than Miguel. How many points did Randy score?,0
"The hobby store normally sells 10,576 trading cards per month. In July, the hobby store sold a total of 20,777 trading cards. How many more trading cards did the hobby store sell in July compared with a normal month?","Every month, the hobby shop sells a lot of trading cards. The hobby shop sold a total of 20,777 trading cards in July. In July, how many more trading cards did the hobby store sell than in a typical month?",0
Noah walks ⅓ of a kilometre to school each day. He also walks ⅓ of a kilometre to get home after school. How many kilometres does he walk in total?,Noah walks ⅓ of a miles to school each day. He also walks ⅓ of a kilometre to get home after school. How many kilometres does he walk in total?,0
Mike sold 152 tickets to the concert. Jack sold 16 fewer tickets than Mike. How many tickets did Jack sell?,Mike was able to sell 152 concert tickets. Mike sold 16 more tickets than Jack. What was the total number of tickets sold by Jack?,1
"The theatre has 4 chairs in a row. There are 5 rows. Using rows as your unit of measurement, what is the perimeter?",There are some chairs in the theatre. There are many rows in all. What is the area using rows as your unit of measurement?,0
"What is the surface area of a cube that has a width of 2cm, height of 2 cm and length of 2 cm?","What is the surface area of a cube with a 2cm width, 2cm height, and 2cm length?",1
I have 45 cents in nickels. A nickel weighs 3 grams. What is the total weight of my nickels?,"In nickels, I have 45 cents. A nickel is 3 grams in weight. How much do my nickels weigh in total?",1
There were 16 children on the school bus. 8 children got off at the first stop. How many children were on the bus then?,There were 16 children on the school bus. 8 children got off at the first stop.,0
"The hobby store normally sells 10,576 trading cards per month. In June, the hobby store sold 15,498 more trading cards than normal. In total, how many trading cards did the hobby store sell in June?","The hobby store normally sells 20,234 trading cards per year. In June, the hobby store sold 61,239 more trading cards than normal. In total, how many trading cards did the hobby store sell in December?",0
Samantha read 48 pages of her favorite book last week. She has 31 more pages to read until the end. How many pages does Samantha's book have?,Samantha read 48 pages of her favorite book last week. She has 31 more pages to read until the end.,0
"A triangle has the following side lengths: 4 cm, 4 cm and 4 cm. What kind of triangle is it?","A triangle has the following side lengths: 4 m, 4 cm and 4 km. What kind of squarw is it?",0
Molly spent 1/8 of her money on a music CD. She also spent $40 on a sweater. She had 1/4 of her money left. How much money did Molly have at first?,Molly spent 1/8 of her earnings on a music CD. She also bought a sweatshirt for $40. She only had 1/4 of her money left. How much money did she have in the beginning?,1
12 children went to the park. 3 children were tired and went home. 5 more children came later. How many children were at the park then?,The park was visited by 12 children. Three children were exhausted and returned home. Five additional children arrived later. How many kids were there at the time?,1
A recipe for fruit punch says to use 8 ounces of orange juice for every 3 ounces of grape juice. Nicky used 72 ounces of orange juice. How many fewer ounces of grape juice were used?,"For every 3 ounces of grape juice, use 8 ounces of orange juice, according to a fruit punch recipe. Nicky drank 72 oz. orange juice. How many less ounces of grape juice were used?",1
Christopher is reading a book that has 78 pages. He read 14 pages today and 24 pages yesterday. How many more pages does Christopher have to read?,Christopher is reading a book that has quite a few pages. He read 14 pages today and 24 pages yesterday. How many more pages does Christopher have to read?,0
"Jordan found one seashell at the beach on Monday. She found 2 seashells the next day. If Jordan finds 2 seashells every day after that, how many days until Jordan has 21 seashells altogether?","Jordan found one seashell at the beach on weekday. She found many seashells the next day. If Jordan finds some seashells every day after that, how many days until Jordan has some seashells altogether?",0
Marcus had $450. He spent 2/5 of it on a DVD player. He then spent 1/3 of the remaining money on a jacket. How much money did Macus have left?,Marcus had £450. He spent 3/5 of it on a DVD player. He then spent 1/8 of the remaining money on a jacket. How much money?,0
Nicky found a magic money machine. The machine will double his coins and add 1 more. Nicky put in some pennies. He got 15 pennies out of the machine. How many pennies did Nicky put in at first?,Nicky found a magic money machine. The machine will double his coins and add more. Nicky put in some pennies. He got some coins out of the machine.,0
Nina is putting family photos into an album. The album has 8 pages and she can fit 6 pictures on each page. Nina has 59 photos. How many photos will not fit in the album?,Nina is arranging images of her family into a scrapbook. The album has 8 pages and she can fit 6 pictures on each page. Nina has 59 photographs in her album. How many photographs will be unable to be included in the album?,1
The petting zoo costs 14 tickets. Manny has 6 tickets. How many more tickets does Manny need?,A ticket to the petting zoo costs $14. Manny has a total of six tickets. Manny needs how many more tickets?,1
A triangle has a perimeter of 90 cm. The lengths of the three sides are in the ratio 5:12:13. What is the length of the shortest side?,A triangle has a perimeter of 90 miles. The lengths of the three sides are in the ratio 5:12:13. What is the length of the shortest side?,0
Inger goes to the grocery store and buys 3 squashes that each weigh 500 grams. How many kilograms of squash did Inger buy?,Inger goes to the supermarket and purchases three 500-gram squashes. Inger purchased how many kg of squash?,1
Richard has 8 green marbles and 9 purple marbles. Simon has 6 blue marbles. How many more marbles does Richard have?,Richard has 8 green marbles and 9 purple marbles. Simon has 6 blue marbles. How many more marbles does Simon have?,0
Mrs. Randall baked 72 cookies last wekend. She gave 21 cookies to her children. How many cookies did Mrs. Randall have left?,"Mrs. Randall baked 72 cookies last wekend. If she gave away some of them to her children, then how many were left?",0
There were 36 children on the school bus. Several children got off at the first stop. Then there were only 20 children on the bus. How many children got off at the first stop?,"On the school bus, there were 36 students. At the first stop, a number of children got off. The bus had only 20 youngsters on it at the time. How many kids got off at the first stop?",1
"The school has $20,000 to buy new computer equipment. If each piece of equipment costs $50, how many pieces can the school buy in total?","The school has £20,000 to buy new computer equipment. If each piece of equipment costs $50, how many pieces can the school buy in total?",0
"Jake set up a candy stand in his front yard. He has 80 pieces of candy to sell. He sold 15 pieces of candy on Monday. He sold much more than that on Tuesday. By Wednesday, Jakes only had 7 pieces left. How many pieces of candy did Jake sell on Tuesday?","set up a candy stand in his front yard. He has 80 pieces of candy to sell. He sold 15 pieces of candy on Monday. He sold much more than that on Tuesday. By Wednesday, Jakes only had 7 pieces left. How many pieces of candy did John sell on Tuesday?",0
"Melissa buys 2 packs of tennis balls for $12 in total. All together, there are 6 tennis balls. How much does 1 pack of tennis balls cost? How much does 1 tennis ball cost?",Melissa spends $12 on packs of tennis balls. There are six tennis balls in all. What is the price of a tennis ball pack? What is the price of a tennis ball?,0
A single trading card is 9 centimetres long by 6 centimetres wide. What is its area?,A single trading card is 9 centimetres in length and 6 centimetres in width. What is the area?,1
"I have a cat and a dog. My cat weighs 1 pound. My dog weighs 9 pounds. Every week, they each gain a pound. How many weeks until my cat weighs half as much as my dog?",I have two pets: a cat and a dog. My kitty weighs a pound and my puppy is nine pounds. They each gain a pound each week. How long till my cat is half the weight of my dog?,1
Linda has $10. She gets $6 a week allowance for doing chores. How many weeks will it take her to save for a video game that costs $52?,Linda has a few pounds. She gets $6 a week allowance for doing chores. How many weeks will it take her to save for a video game that costs $52?,0
Lara and Casey have 213 stickers altogether. Casey and Amy have 162 stickers altogether. Amy has 94 stickers. How many stickers does Lara have?,Lara and Casey have 213 stickers altogether. Casey and Amy have 162 stickers altogether. Amy has 94 stickers. How many stickers are there with them?,0
"A fence post in Tina's garden is 4 feet tall. When she measured the fence post’s shadow, she found that it was 12 feet long. A tree in Tina’s yard had a shadow of 72 feet. How tall is the tree?","A fence post in Tina's garden is 4 inches tall. When she measured the fence post’s shadow, she found that it was 12 centimetres long. A tree in Tina’s yard had a shadow of 72 inches. What is the width of the tree?",0
Stuart and Andrew have 17 comic books altogether. 10 of them belong to Stuart. How many comic books does Andrew have?,"Stuart and Andrew have a total of 17 comic books. Stuart has ten of them. Andrew, how many comic books do Andrew have?",1
Melanie has 85 cents. Evan has 15 cents less than Melanie. How much money does Evan have?,Melanie has 85 nickels. Evan has 15 cents less than Melanie. How much money does Evan have?,0
There are 42 students taking vans to the museum. Each van holds 9 students. What is the fewest number of vans needed?,There are many students taking vans to the museum. Each van holds some students. What is the fewest number of ?,0
"Gary read 9 pages yesterday and 8 pages today. If he reads 3 more pages, he will finish his book. How many pages are in Gary's book?","Gary read some pages yesterday and 8 pages today. If he reads 12 more pages, he will finish his book. How many are in Gary's book?",0
Lisa invited the entire third grade to her party. There are 48 students altogether. 23 of the students are boys and 25 are girls. 9 students will not be able to go to the party. How many students will be there?,Lisa invited the entire third grade to her party. There are some students altogether. many of the students are boys and 25 are girls. 9 students will not be able to go to the party?,0
Alex can walk to the park in 26 minutes. It takes Charlie 15 minutes. How much longer does it take Alex to walk to the park?,"In 26 minutes, Alex can walk to the park. Charlie needs 15 minutes to complete the task. How long does it take Alex to walk from his house to the park?",1
There are 540 students at Sunny Acres Middle School. 432 students ride the bus to school. What percentage of the students do not ride the bus?,"Sunny Acres Middle School has 540 students enrolled. To go to school, 432 pupils take the bus. What percentage of the students do not ride the bus?",1
Luisa solved 7 addition problems and 8 subtraction problems. How many math problems did Luisa solve altogether?,Luisa solved 20 addition problems and 8 dviision problems. How many math problems did Luisa?,0
Sean is playing Monopoly with his friends. He already has 27 houses. Sean traded in 8 houses for money to buy Park Place. He collected so much rent that he decided to buy 12 more houses. How many houses did Sean have then?,Robert is playing Monopoly with his friends. He already has a few houses. Sean traded in 8 houses for money to buy Park Place. He collected so much rent that he decided to buy 12 more houses. How many houses did Sean have then?,0
Margot bought 8 balloons. 3 flew away. She bought 6 more balloons. How many balloons did Margo have then?,"bought 8 ballons and 3 were lost. She bought 6 more, then how many did she have?",0
A worm has fallen into a hole that is 26 inches deep. It climbs up 8 inches and slides back 3 inches every day. How many days will it take the worm to reach the top?,A worm has fallen into a hole that is 26 feet deep. It climbs up 8 inches and slides back 3 inches every day. How many days will it take the worm to reach the top?,0
12 friends plan to order pizza for dinner. They assume that everyone can eat 1/3 of a pizza. How many pizzas should they order?,12 friends plan to order pizza for dinner. They assume that everyone can eat one fourth of a pizza. How many pizzas?,0
Paul and Vinnie deliver newspapers. Paul made $14 in tips. Vinnie made $16 more than Paul. How much did Vinnie make?,Paul and Vinnie deliver newspapers. Paul made ₹14 in tips. Vinnie made $16 more than Paul. How much did Vinnie make?,0
There are 34 boys in Mitchell's scout troop. Some of them went on a camping trip 14 boys stayed home. How many boys went on the camping trip,Mitchell's scout troop has 34 members. A camping excursion was taken by several of them. 14 lads chose to remain at home. What was the total number of boys who attended the camping trip?,1
Anna read her book in three days. She read 35 pages on Monday and 22 pages on Tuesday. Anna read 31 pages on Wednesday. How many pages are in Anna's book?,"In three days, Anna finished her book. On Monday, she read 35 pages and on Tuesday, she read 22 pages. On Wednesday, Anna read 31 pages. Anna's book has how many pages?",1
"Aaron wants to know how much candy his container can hold. The container is 20 centimetres tall, 10 centimetres long and 10 centimetres wide. What is the container’s volume?","Aaron wants to know how much candy his container can hold. The container is 20 centimetres tall, 10 centimetres long and 10 millimetres wide. What is the container’s volume?",0
Natalie began at 5. She skip-counted by fives. Could she have said the number 20?,Natalie began at 5. She skip-counted by fives. Could she have said the number 20?,1
"For 4 weeks, William volunteered as a helper for swimming classes. The first week, he volunteered for 8 hours. He volunteered for 12 hours in the second week, and another 12 hours in the third week. The fourth week, he volunteered for 9 hours. For how many hours did he volunteer per week, on average?","For 4 weeks, William voleered as a helper for swimming classes. The second week, he volunteered for 8 hours. He volunteered for 12 hours in the second week, and another 12 hours in the third week. The sixth week, he volunteered for 9 hours. For how many hours?",0
The ratio of the length of a rectangle to its width is 6:5. Its length is 24 inches. What is its width?,The ratio of a rectangle's length to its breadth is 6:5. It measures 24 inches in length. What is the width of it?,1
The new movie theater in town charges $2 to get in and then $3 for each movie watched. You have $15. How many movies can you watch?,The new movie theater in town charges £2 to get in and then £3 for each movie watched. You have £15.,0
Ariel was playing basketball. 1 of her shots went in the hoop. 2 of her shots did not go in the hoop. How many shots were there in total?,Ariel was playing basketball. 1 of her shots went in the hoop. 2 of her shots did not go in the hoop,0
"Mark had 49 marbles. He gave some to his friend, Paul. Mark then had 35 marbles left. How many marbles did Mark give to Paul?",Mark gave some of his 49 marbles to Paul. He then had 35 left. How many did he give to Paul?,1
Sydney is training for a green belt in tae kwon do. She practiced 35 minutes on Wednesday. She practiced 20 minutes longer than that on Thursday. How long did Sydney practice on Thursday?,Sydney is training for a green belt in tae kwon do. She practiced 35 seconds on Wednesday. She practiced 20 minutes longer than that on Thursday. How long did Sydney practice on Thursday?,0
Derek and Larry have 15 books together. 6 of the books belong to Derek. How many books does Larry have?,Derek and Larry have some books. How many books does Larry have?,0
The Happy Habitat had 21 koala bears. They had 15 panda bears. 11 bears were moved to another zoo. How many bears were left?,The Happy Habitat had 21 koala bears. They had 15 panda bears. 11 bears were moved to another zoo. How many bears were left?,1
"Lara is getting ready for her birthday party. She has 75 pieces of candy. If she puts 9 pieces in each bag, how many bags can she make?",Lara is getting ready for her birthday party. She has 75 pieces of candy. How many bags can she make?,0
"Mrs. Dee Vision formed three problem-solving teams in her class. Each team was asked to bring three colored markers, four times the number of pencils as markers, and twice the number of sheets of graph paper as pencils. How many sheets of graph paper did the class bring altogether?","Mrs. Dee Vision formed three problem-solving teams in her class. Each team was asked to bring three colored markers, four times the number of pencils as markers, and twice the number of sheets of graph paper as pencils.",0
Teri and Anna are building a giant tower. Teri used 237 building pieces. Anna used 325 building pieces. How many more pieces did Anna use?,Teri and Anna are constructing a massive skyscraper. Teri utilised a total of 237 construction materials. Anna utilised 325 construction parts. Anna used how many additional pieces?,1
Timmy wants to buy a bicycle that costs $140. He has already saved $68. He plans to save $8 a month. How many months will it take Timmy to save enough money to buy the bicycle?,Timmy wants to spend $140 on a bicycle. He's already put aside $68. He intends to set aside $8 every month. Timmy will need how many months to accumulate enough money to buy the bicycle.,1
A right triangle has one non-hypotenuse side length of 3 inches and the hypotenuse measures 5 inches. What is the length of the other non-hypotenuse side?,"The non-hypotenuse side of a right triangle is 3 inches long, whereas the hypotenuse is 5 inches long. What is the opposite non-hypotenuse side's length?",1
Drew had $36. He bought a hockey stick. Then he had $21 left. How much did the hockey stick cost?,Drew had a total of $36. He went out and got a hockey stick. He had $21 left after that. What was the price of the hockey stick?,1
"60 students participated in a survey about pets. 27 have a dog, 15 have a pet cat, and 18 students have no pets at all. What percentage of the students have a pet?","A survey regarding pets drew the participation of 60 students. 27 students have a dog, 15 have a pet cat, and 18 do not have any pets. What proportion of students own a pet?",1
Vincent has learned the words to 56 songs. He learned 18 more songs at summer camp. How many songs does Vincent know now?,"Vincent has learned the words to 56 songs, and learned songs ar summer camp. How many songs does he now know?",0
18 children were going to run a race in the park. 6 children left to get a drink of water. 5 left to play on the swings. How many children stayed for the race?,"If some children are going racing, and a few left ot get water and play on swings, how many children stayed for the race?",0
9 penguins were on the ice. There were 3 more penguins on the ice than in the water. How many penguins are there altogether?,9 penguins were on the ice. The ice had three more penguins than the water. Find the total number of penguins?,1
You have 2.6 grams of yogurt in your bowl and you add another spoonful of 1.3 grams. How much yogurt do you have in total?,You have 2.6 grammes of yoghurt in your dish and add another 1.3 grams with a scoop. What is the entire amount of yoghurt you have?,1
Maria and her sister want to buy a present for their mother. Maria has $17. Her sister has double that amount. They want to buy their mom a coat that costs $80. How much more money do they need?,Maria and her sister want to get their mother a present. Maria has a total of $17. Her sister owns twice as much. They want to purchase their mother a $80 coat. How much more cash do they require?,1
What is the area of a triangle with a base of 2 units and a height of 3 units?,What is the area of a rectangle with a base of 20 units and a height of 3 centimetres?,0
A movie theatre has 25 rows of seats with 20 seats in each row. How many seats are there in total?,"A movie theatre has 120 rows of seats, each with 20 seats. What is the total number of seats available?",0
"The town of Blizzard had an afternoon snowstorm. In the first three hours, 4.5 inches of snow fell. In the next hour, 40% as much snow fell compared to the first three hours. By the time the snow ended, 7.8 inches of snow had fallen in all. If it snowed for five hours altogether, how much snow fell in the last hour of the storm?","A snowfall hit Blizzard in the afternoon. 4.5 inches of snow fell in the first three hours. In comparison to the previous three hours, the next hour saw a 40% increase in snowfall. 7.8 inches of snow had fallen by the time the storm finished. How much snow fell in the last hour of the storm if it snowed for five hours?",1
Tracey and Paula went rock hunting. They found 11 rocks altogether. Tracey found 3 more rocks than Paula. How many rocks did Tracey find?,Tracey and Paula went rock hunting. They found some rocks altogether. Tracey found 3 more rocks than Paula.,0
Alex found 12 pennies on the playground. He spent 5 pennies. Then he found 3 more. How many pennies did Alex have then?,"On the playground, Alex discovered 12 pennies. He spent 5 pence. Then he discovered three more. How many pennies did Alex have at the time?",1
Evan delivers packages in a building. He started on the first floor and went up 7 floors. He went down 3 floors and then up 16 floors. Then he was only 2 floors away from the top of the building. How many floors are in the building altogether?,A package is delivered in a building by Evan. He started on the first floor and went up 7 floors. He went down 3 floors and then up 16 floors. Then he was only 2 floors away from the top of the building. How many floors are in the building altogether?,1
The third grade class keeps track of all the pages they read. They read 579 pages in March. They read 145 more pages in April than in March. How many pages did the third graders read in April?,"All of the pages read by the third grade class are kept track of. In March, they read 579 pages. In April, they read 145 more pages than in March. In April, how many pages did the third graders read?",1
Anna's team scored 5 runs in the first inning of the kickball game. They scored 6 more runs in the second inning and 3 runs in the last inning. How many runs did Anna's team score in all?,5 runs were score by Anna's team in the first inning of the kickball game. They scored 6 more runs in the second inning and 3 runs in the last inning. How many runs did Anna's team score in all?,1
The art club meets 17 times each year. They have had 9 meetings already this year. How many meetings does the art club have left?,The art club meets 17 times each month. They have had 9 meetings already this year. How many meetings does the art club have left?,0
"At lunchtime, an ice cream parlor served 6 ¼ scoops of chocolate ice cream, 5 ¾ scoops of vanilla and 2 ¾ scoops of strawberry. How many scoops of ice cream did the parlor serve in total?","An ice cream parlour served 6 1/4 scoops of chocolate ice cream, 5 3/4 scoops of vanilla, and 2 3/4 scoops of strawberry ice cream at lunchtime. How many ice cream scoops did the ice cream parlour serve in total?",1
Mr. Lee gave out first place ribbons after each event. He had 38 ribbons at the start. He gave away 14 ribbons in the morning. He gave out 16 ribbons in the afternoon. How many ribbons did Mr. Lee have left?,Mr. Lee gave out first place ribbons after each event. He had many ribbons at the start. He gave away some ribbons in the morning. He gave out mn=sny ribbons in the afternoon. How many ribbons did Mr. Lee have left?,0
40 students joined the soccer club. 5/8 of the students were boys. How many girls joined the soccer club?,The soccer club attracted 40 pupils. Boys made up 5/8 of the pupils. How many girls joined the soccer club?,1
What number must you add to 45 to get a sum of 81?,What number must you multiply to 45 to get a total of 81?,0
86 people visited the dinosaur exhibit on Saturday. There were 44 different exhibits at the science museum. 21 fewer people visited the exhibit on Sunday. How many people visited the dinosaur exhibit on Sunday?,Many people visited the dinosaur exhibit on Saturday. There were some different exhibits at the science museum. 21 fewer people visited the exhibit on Sunday. How many people visited the dinosaur exhibit on?,0
Sarah has 14 dimes. Joe has 7 dimes. How many more dimes does Sarah have than Joe?,"Sarah has 14 nickels, Joe has 7. How many more dimes does Sarah have than Joe?",0
Doug built a tent in the shape of a regular pentagon. Its perimeter is 60 feet. What is the length of each side of the tent.,Doug built a tent in the shape of a regular pentagon. Its perimeter is 60 metres. What is the length of each side of the tent.,0
Marissa had 16 nickels. She spent 5 nickels to buy a pretzel. Her father gave her 7 more nickels later that day. How many nickels did Marissa have then?,"Marissa had a total of 16 nickels. She bought a pretzel for 5 nickels. Later that day, her father handed her seven additional nickels. Marissa had how many nickels at the time?",1
Mikayla has a huge collection of music CDs. She gave 15 CDs to her friend. Now she has 78 CDs left. How many CDs were in Mikayla's collection at first?,Mikayla has a huge collection of music CDs. She gave CDs to her friend. Now she has 78 CDs left. How many CDs were in Mikayla's collection at first?,0
Rachel baked some brownies. She brought 16 brownies to school that day. She left 24 brownies at home. How many brownies did Rachel bake?,"Rachel baked brownies and brought 16 to school, while leaving some behind. How many did she bake overall?",0
There were 36 children at the playground. 28 children were on the swings. There were 8 children on the slide. 12 children left the swings to play basketball. How many children were on the swings then?,"At the playground, there were 36 children. 28 children were on the swings. There were 8 children on the slide. 12 kids got off the swings and went to play basketball. How many kids were on the swings at the time?",1
"Ben had some baseball cards. His friend, Tim, had 20 cards. After Ben bought 3 more cards, he had twice as many cards as Tim. How many cards did Ben have at first?","Ben had a collection of baseball cards. Tim, one of his friends, had 20 cards. Ben has twice as many cards as Tim after purchasing three more cards. At first, how many cards did Ben have?",1
Henry gave 5 stickers to his younger brother. Now he only has 9 stickers. How many stickers did Heny have at first?,"Henry gave his younger brother five stickers. He now only has nine stickers. At initially, how many stickers did Henry have?",1
2/3 of the students in the band are girls. There are 8 boys in the band. How many students are in the band altogether?,"There are 8 boys in the band, while 2/3 are girls. How many students are there in total?",1
The students and teachers of the Learn-a-Lot School chartered 2 buses for a field trip. Each bus had 18 rows of seats with room for 4 people in each row. 135 students and adults are going on the field trip. How many seats will be empty?,The students and teachers of the Learn-a-Lot School chartered 2 buses for a field trip. Each bus had 18 rows of seats with room for 4 people in each row. 135 students and adults are going on the field trip.,0
Tina had 10 balloons. She gave 7 of them away. How many balloons did Tina have then?,Tina had a total of ten balloons. She gave away seven of them. Tina had how many balloons at the time?,1
"Retta put $100.00 in a bank account that gains 20% interest annually. How much interest will be accumulated in 1 year? And if she makes no withdrawals, how much money will be in the account after 1 year?","Retta invested $100.00 in a bank account that pays a 20% yearly interest rate. In a year, how much interest will be accrued? And how much money will be in the account after a year if she doesn't make any withdrawals?",1
16 boys and 12 girls were invited to Doug's party. 7 children said they could not come. How many children came to Doug's party?,16 boys and girls were invited to Doug's party. 7 children said they could not come. How many children came to?,0
Ted and Fred measured their height. Their total height is 98 inches. Ted is 39 inches tall. How tall is Fred?,Ted and Fred took measurements of their height. They stand at a total height of 98 inches. Ted stands at a height of 39 inches. What is Fred's height?,1
Erin had $45. She bought 3 tee shirts each costing the same amount. Erin had $27 left. What was the cost of one tee shirt?,"Erin had 45 dollars and bought 3 tee shirts, having 27 left. What's the cost of one tee shirt?",0
Pat the Painter mixed 3 pints of yellow paint with 4 pints of green paint to make a nifty new color. He used 27 pints of yellow paint. How many pints of green paint will he need?,Pat the Painter mixed 3 miles of yellow paint with 4 km of green paint to make a nifty new color. He used some litres of yellow paint. How many ml of green paint will he need?,0
Charlotte has to do all the even numbered problems up to 15 in her math book. She decided to do 5 more problems after that. How many problems did Charlotte do altogether?,Charlotte has to do all the even numbered problems up to 15 in her math book. She decided to do 5 problems less after that. How many problems did Charlotte do altogether?,1
The distance around a rectangular garden is 36 feet. One side measures 10 feet. What is the area of the garden?,The distance around a rectangular garden is 36 miles. One side measures 10 feet. What is the area of the garden?,0
"A new store opened up at the mall. During the first hour, 94 people came in and 27 people left. During the second hour, 18 people came in and 9 people left. How many people were still in the store after 2 hours?","A new store opened up at the mall. During the first second, 94 people came in and some people left. During the second minute, 18 people came in and many people left. How many people were still in the store after 2 minutes?",0
A clown gave away 195 balloons at the fun fair on Saturday. He gave away 116 balloons on Sunday. How many balloons did he give away altogether?,"On Saturday, a clown at the amusement fair distributed 195 balloons. He gave away 116 balloons on Sunday. How many balloons did he give away altogether?",1
Mrs. Taylor has 85 pieces of paper. She wants to staple 8 pieces together to make a practice book. How many practice book can Mrs. Taylor make?,Mrs. Taylor has a total of 85 sheets of paper. She wants to staple 8 pieces together to make a practice book. How many practice book can Mrs. Taylor make?,1
One zoo guide spoke to a group of 19 children. Another guide spoke to a group of 25 children. There are 22 guides at the zoo. How many children did the zoo guides speak to?,Two zoo guides spoke to some groups of children. There are 22 guides at the zoo. How many children were spoken to by the zoo guides?,0
A widescreen television usually costs $1250. You can get a 30% discount if you buy it today. You must also pay 8% sales tax. How much will the television cost if you buy it today?,A widescreen television usually costs something. You can get a 80% discount if you buy it today. You must also pay 80% sales tax. How much will the television cost if you buy it today?,0
"Rick played a number-guessing game with Nick. When Nick said 9, Rick said 18. When Nick said 3, Rick said 12. When Nick said 1, Rick said 10. What was Rick's number?","Rick played a number-guessing game with Nick. When Nick said 2, Rick said 18. When Nick said 3, Rick said 12. When Nick said 1, Rick said 10.?",0
"Mary surveyed students in her school to find out what their favourite sports were. Out of 1,200 students, 455 said hockey was their favourite sport. What percentage of students said hockey was their favourite sport?","Mary conducted a survey of her school's students to learn about their favourite sports. 455 kids out of 1,200 stated hockey was their favourite sport.How much percent of students stated that hockey was their favourite sport?",1
Store A is selling 7 pounds of bananas for $7.00. Store B is selling 3 pounds of bananas for $6.00. Which store has the better deal?,7 pounds of bananas are available for $7.00 at Store A and 3 pounds of bananas are available for $6.00.,0
Lana has 2 bags with 2 marbles in each bag. Markus has 2 bags with 3 marbles in each bag. How many more marbles does Markus have?,"Lana has two bags, each containing two marbles. Markus has two bags, each containing three marbles. How many ore marbles does Markus have?",1
Cassandra’s ruler is 22 centimetres long. April’s ruler is 30 centimetres long. How many centimetres longer is April’s ruler?,Cassandra’s ruler is 22 metres long. April’s ruler is 30 km long. How many miles longer is April’s ruler?,0
10% of the entries for a writing competition won prizes. 135 entries did not win a prize. What was the total number of entries?,Some of the enties won a writing prize while 135 didn't/ What was the total number of entries?,0
Oliver got his math test back today. He got 64 questions right and 11 questions wrong. How many questions were on the test?,Oliver received his math test today. He answered 64 questions correctly and 11 incorrectly. What was the total number of questions on the exam?,1
The Wildcats scored 36 points in the first half of the game. The Panthers scored 17 points. How many more points did the Wildcats score?,"In the first half of the game, the Wildcats scored 36 points. A total of 17 points were scored by the Panthers.",1
Richard has $6. Scott has $8 more than Richard. How much money does Scott have?,Richard has $6. Scott has Rs.8 more than. How much money does Scott have?,0
There were 32 members in the band. 12 drummers joined them. How many members did the band have then?,The band consisted of 32 members. 12 drummers joined them. What was the size of the band back then?,1
There is going to be a dog show in Monroe County. Carolyn worked 74 minutes getting her dog ready. Luisa worked 60 minutes getting her dog ready. How many more minutes did Carolyn work?,"In Monroe County, there will be a dog show. Carolyn worked for 74 minutes to groom her dog. Luisa spent 60 minutes getting her dog ready. Carolyn worked for how many more minutes?",1
There are 5 basketballs on the playground. There are 7 footballs on the playground. Are there more basketballs or footballs?,"On the playground, there are five basketballs. On the playground, there are seven footballs. Is there a greater number of basketballs than footballs?",1
Andy cuts a piece of string into two pieces that are in a ratio of 5:3. The shorter piece is 36 cm. What was the length of the original piece of string?,Andy divides a piece of thread into two equal parts in a 5:3 ratio. The shorter piece measures 36 centimetres in length. What was the length of the original piece of string?,1
Two numbers are in the ratio 7: 9. The difference between the numbers is 10. What is their sum?,Two numbers are in the ratio of 7:9. The difference between the numbers is something. What is their sum?,0
Kim sold 54 boxes of Girl Scout cookies. Jennifer sold 17 more boxes than Kim. How many boxes of cookies did Jennifer sell?,Kim sold 54 Girl Scout cookie boxes. Jennifer outsold Kim by 17 boxes. Jennifer sold how many cartons of cookies?,1
The ratio of the cost of a DVD player to the cost of a movie is 9:2. A DVD player costs $63 more than a movie. What is the cost of a DVD player?,The ratio of the cost of a DVD player to the cost of a movie is some. A DVD player costs Rs.63 more than a movie. What is the cost of a DVD player?,0
Annette and Caitlin weigh 95 pounds together. Caitlin and Sara weigh 87 pounds together. How much more does Annette weigh than Sara?,Annette and Caitlin are combined 95 pounds. Caitlin and Sara are both 87 pounds. How much heavier is Annette than Sara?,1
John had 83 cents. He bought a giant pretzel for 55 cents. How much money did John have left?,"John had a total of 83 cents. For 55 cents, he purchased a huge pretzel. How much money was remaining?",1
Jill has read 2/5 of her new book. There are 120 pages altogether. How many pages does Jill have left to read?,Jill has read around two-fifths of her new book. There are a total of 120 pages in this book. Jill has how many pages left to read?,1
A length of wire 120 cm long is cut into several shorter pieces. Each of these pieces will be bent into squares. Each square will have a side equal to 2 cm. How many shorter pieces of wire were there?,A 120 cm long length of wire is cut into multiple shorter pieces. These components will be twisted into squares individually. Each square will have a 2 centimetre side length. How many smaller wire strands were there?,1
Emma's room measures 12 feet by 20 feet. She purchased 40 tiles for a section of the floor. Each tile is 1 square foot. What fractional part of the room will have tile?,"Emma's room is 12 feet by 20 feet in size. For a part of the floor, she bought 40 tiles. 1 square foot is the size of each tile. What percentage of the room will be tiled?",1
Erik has 0 stickers. Every day he gets 1 more sticker. How many days until he gets 3 stickers?,Erik has a total of 0 stickers. He gets a new sticker every day. How long till he receives three stickers?,1
